date,review_roaster,coffee,rating,link,Roaster Location:,Coffee Origin:,Roast Level:,Agtron:,Est. Price:,Review Date:,Aroma:,Body:,Flavor:,Aftertaste:,With Milk:,Acidity/Structure:,Acidity:
2024-01-04,Paradise Roasters,Ethiopia Yirgacheffe Worka Sakaro,95,https://www.coffeereview.com/review/ethiopia-yirgacheffe-worka-sakaro/,"Minneapolis, Minnesota","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,57/79,$25.00/12 ounces,December 2021,9,9,9,9,,9,
2024-01-04,JBC Coffee Roasters,Haraaz Red,93,https://www.coffeereview.com/review/haraaz-red-2/,"Madison, Wisconsin","Al Mashtal ul Burhani, Yemen",Medium-Light,56/74,$20.00/8 ounces,December 2021,9,9,9,8,,8,
2024-01-04,Bird Rock Coffee Roasters,El Socorro Maracaturra,95,https://www.coffeereview.com/review/el-socorro-maracaturra-2/,"San Diego, California","Palencia, Guatemala",Medium-Light,60/74,$26.00/12 ounces,December 2021,9,9,9,9,,9,
2024-01-04,Jaunt Coffee Roasters,Guatemala Acatenango Gesha,94,https://www.coffeereview.com/review/guatemala-acatenango-gesha-6/,"San Diego, California","Acatenango, Guatemala",Light,62/80,$24.00/8 ounces,December 2021,9,9,9,8,,9,
2024-01-04,Revel Coffee,Costa Rica Luis Campos Termico,93,https://www.coffeereview.com/review/costa-rica-luis-campos-termico/,"Billings, Montana","Tarrazu, Costa Rica",Medium-Light,58/78,$26.00/12 ounces,December 2021,9,9,9,8,,8,
2024-01-04,Evie’s Cafe,Kenya Kirinyaga,94,https://www.coffeereview.com/review/kenya-kirinyaga-3/,"Chia-Yi City, Taiwan",Kenya,Medium-Light,60/80,NT $800/16 ounces,December 2021,9,9,9,8,,9,
2024-01-04,Mute Roaster,Ethiopia Hambela Tetsu Process,90,https://www.coffeereview.com/review/ethiopia-hambela-tetsu-process/,"Macao, China","Guji Zone, Oromia Region, southern Ethiopia",Light,65/83,HKD $208/120 grams,December 2021,8,8,9,7,,8,
2024-01-04,El Gran Cafe,Espresso No. 2,91,https://www.coffeereview.com/review/espresso-no-2/,"Antigua, Guatemala","Alotenango, Antigua, Guatemala",Medium-Light,56/77,$13.00/12 ounces,December 2021,8,8,8,8,9,,
2024-01-04,El Gran Cafe,Finca Huixoc Maracaturra,90,https://www.coffeereview.com/review/finca-huixoc-maracaturra/,"Antigua, Guatemala","Huehuetenango Department, Guatemala",Medium-Light,58/73,$13.00/12 ounces,December 2021,8,8,8,8,,8,
2024-01-04,El Gran Cafe,Finca Santa Isabel,90,https://www.coffeereview.com/review/finca-santa-isabel-2/,"Antigua, Guatemala","Cobán, Alta Verapaz Department, Guatemala",Light,63/80,$13.00/12 ounces,December 2021,8,8,8,8,,8,
2024-01-04,Luv Moshi,Kenya Nyeri AA Hercules,93,https://www.coffeereview.com/review/kenya-nyeri-aa-hercules/,"Tainan City, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,54/72,NT $500/8 ounces,December 2021,9,9,9,8,,8,
2024-01-04,El Gran Cafe,Proyecto Aurora,92,https://www.coffeereview.com/review/proyecto-aurora/,"Antigua, Guatemala","Antigua, Guatemala",Medium-Light,56/68,$10.00/12 ounces,December 2021,9,8,9,8,,8,
2024-01-04,El Gran Cafe,Las Moritas Yellow Caturra,87,https://www.coffeereview.com/review/las-moritas-yellow-caturra/,"Antigua, Guatemala","El Progresso Department, Guatemala",Light,58/84,$13.00/12 ounces,December 2021,8,7,8,7,,7,
2024-01-04,El Gran Cafe,El Pintado Classico,87,https://www.coffeereview.com/review/el-pintado-classico/,"Antigua, Guatemala","Antigua, Guatemala",Light,65/79,$16.50/12 ounces,December 2021,8,7,8,7,,7,
2024-01-04,El Gran Cafe,5a Poniente,88,https://www.coffeereview.com/review/5a-poniente-2/,"Antigua, Guatemala","Antigua, Guatemala",Medium,48/56,$5.00/12 ounces,December 2021,8,8,8,7,,7,
2024-01-04,Luv Moshi,Espresso Blend,92,https://www.coffeereview.com/review/espresso-blend-23/,"Tainan City, Taiwan",Not disclosed,Medium,46/62,NT$450/8 ounces,December 2021,9,8,9,7,9,,
2024-01-04,El Gran Cafe,Esperanza Villa Sarchi,90,https://www.coffeereview.com/review/esperanza-villa-sarchi/,"Antigua, Guatemala","Antigua, Guatemala",Light,66/84,$16.50/12 ounces,December 2021,8,8,8,8,,8,
2024-01-04,El Gran Cafe,Esperanza Bourbon,92,https://www.coffeereview.com/review/esperanza-bourbon/,"Antigua, Guatemala","Antigua, Guatemala",Medium-Light,59/76,$16.50/12 ounces,December 2021,8,8,9,8,,9,
2024-01-04,El Gran Cafe,Finca San Carlos,88,https://www.coffeereview.com/review/finca-san-carlos-2/,"Antigua, Guatemala","Antigua, Guatemala",Light,63/83,$13.00/12 ounces,December 2021,8,7,8,7,,7,
2024-01-04,El Gran Cafe,5a Sur,89,https://www.coffeereview.com/review/5a-sur-2/,"Antigua, Guatemala","Antigua, Guatemala",Medium,52/64,$5.00/12 ounces,December 2021,8,8,9,7,,7,
2024-01-04,Difference Coffee,Hacienda La Esmeralda Montañas 71AS,96,https://www.coffeereview.com/review/hacienda-la-esmeralda-montanas-71as/,"London, England","Boquete growing region, western Panama",Medium-Light,59/77,£100/150-gram packet,December 2021,9,9,10,9,,9,
2024-01-04,Collage Coffee,Ethiopia Nano Genji #5,93,https://www.coffeereview.com/review/ethiopia-nano-genji-5/,"Grove City, Pennsylvania","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/78,$16.00/10 ounces,December 2021,9,8,9,8,,9,
2024-01-04,States Coffee,Ethiopia Yirgacheffe Aramo,93,https://www.coffeereview.com/review/ethiopia-yirgacheffe-aramo/,"Martinez, California","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/78,$12.00/8 ounces,December 2021,9,8,9,8,,9,
2024-01-04,States Coffee,Kenya Nyeri Gatomboya,94,https://www.coffeereview.com/review/kenya-nyeri-gatomboya-2/,"Martinez, California","Nyeri growing region, south-central Kenya",Medium-Light,57/77,$12.00/8 ounces,December 2021,9,9,9,8,,9,
2024-01-04,States Coffee,Subrosa Ethiopia Kayon Mountain Organic Natural,93,https://www.coffeereview.com/review/subrosa-ethiopia-kayon-mountain-organic-natural/,"Martinez, California","Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,58/76,$12.00/8 ounces,December 2021,9,9,9,8,,8,
2024-01-04,VERYTIME,Ethiopia Bench Maji Natural Gesha,94,https://www.coffeereview.com/review/ethiopia-bench-maji-natural-gesha/,"Taoyuan, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,62/80,NT $550/8 ounces,December 2021,9,9,9,8,,9,
2024-01-04,modcup coffee,Panama Hacienda La Esmeralda Gesha,94,https://www.coffeereview.com/review/panama-hacienda-la-esmeralda-gesha-3/,"Jersey City, New Jersey","Boquete growing region, western Panama",Light,64/84,$50.00/6 ounces,December 2021,9,9,9,8,,9,
2024-01-04,Big Island Coffee Roasters,Natural Ka’u Maragogipe,94,https://www.coffeereview.com/review/natural-kau-maragogipe/,"Mountain View, Hawai’i","Ka’u growing region, Big Island of Hawai’i",Medium-Light,62/78,$19.00/4 ounces,December 2021,9,9,9,9,,8,
2024-01-04,PT’s Coffee Roasting Co.,Costa Rica Volcan Azul San Isidro Red Honey,95,https://www.coffeereview.com/review/costa-rica-volcan-azul-san-isidro-red-honey/,"Topeka, Kansas","Poás Volcano region, Alajuela Province, Costa Rica",Medium-Light,58/76,$22.00/12 ounces,December 2021,9,9,9,9,,9,
2024-01-04,Red Rooster Coffee Roaster,Ethiopia Demeka Becha,96,https://www.coffeereview.com/review/ethiopia-demeka-becha-2/,"Floyd, Virginia","Bona Zuria, Sidama Region, Ethiopia",Medium-Light,60/78,$21.99/12 ounces,December 2021,9,9,10,9,,9,
2024-01-04,Red Rooster Coffee Roaster,Sweet Holiday Blend,94,https://www.coffeereview.com/review/sweet-holiday-blend-3/,"Floyd, Virginia",Colombia; Guatemala; Costa Rica; Ethiopia,Medium-Light,58/76,$20.99/12 ounces,December 2021,9,9,9,8,,9,
2024-01-04,Kakalove Cafe,Ethiopia Washed Sidama Bensa Bombe,94,https://www.coffeereview.com/review/ethiopia-washed-sidama-bensa-bombe/,"Chiya-Yi, Taiwan","Sidama Region, Ethiopia",Light,60/82,NT $375/8 ounces,December 2021,9,9,9,8,,9,
2024-01-04,Willoughby's Coffee & Tea,Panama Abu Geisha Lot 6,95,https://www.coffeereview.com/review/panama-abu-geisha-lot-6/,Branford Connecticut,"Cañas Verdes, Boquete growing region, Panama",Medium-Light,58/80,$75.00/12 ounces,December 2021,9,9,9,9,,9,
2024-01-04,Kakalove Cafe,Panama Finca Mi Finquita Geisha Afrodita Natural,96,https://www.coffeereview.com/review/panama-finca-mi-finquita-geisha-afrodita-natural/,"Chiya-Yi, Taiwan","Tierras Altas, Chiriquí Province, Panama",Medium-Light,59/81,NT $1250/4 ounces,December 2021,9,9,10,9,,9,
2024-01-04,Kakalove Cafe,Panama El Burro Estate Natural Gesha,95,https://www.coffeereview.com/review/panama-el-burro-estate-natural-gesha/,"Chiya-Yi, Taiwan","Potrerillo Arriba, Boquete, Panama",Medium-Light,58/77,"NT $1,400/4 ounces",December 2021,9,9,9,9,,9,
2024-01-04,Kakalove Cafe,Panama La Viuda Natural Geisha 4 Hermanos,94,https://www.coffeereview.com/review/panama-la-viuda-natural-geisha-4-hermanos/,"Chiya-Yi, Taiwan","Jurutungo, Renacimiento, Panama",Light,60/84,"NT $1,000/4 ounces",December 2021,9,9,9,8,,9,
2024-01-04,Paradise Roasters,Philippines Sitio Belis,93,https://www.coffeereview.com/review/philippines-sitio-belis/,"Minneapolis, Minnesota","Benguet, Philippines",Medium-Light,60/78,$20.00/6 ounces,November 2021,9,8,9,8,,9,
2024-01-04,Plat Coffee Roastery,Colombia Huila Finca Monteblanco Rodrigo Sanchez,94,https://www.coffeereview.com/review/colombia-huila-finca-monteblanco-rodrigo-sanchez/,"Hong Kong, China","Palestina, Huila, Colombia",Medium-Light,58/78,NA,November 2021,9,9,9,8,,9,
2024-01-04,Plat Coffee Roastery,Ninety Plus Panama Gesha Estate MS Joseph Brodsky 2307,95,https://www.coffeereview.com/review/ninety-plus-panama-gesha-estate-ms-joseph-brodsky-2307/,"Hong Kong, China","Chiriqui Province, far western Panama",Medium-Light,58/82,$280.00/70 grams; $200.00/50 grams,November 2021,9,9,9,9,,9,
2024-01-04,Jaunt Coffee Roasters,Ethiopia Bedessa,92,https://www.coffeereview.com/review/ethiopia-bedessa/,"San Diego, California","Guji Zone, southern Ethiopia",Medium-Light,60/76,$25.00/12 ounces,November 2021,9,8,9,7,,9,
2024-01-04,Hula Daddy Kona Coffee,Espresso,94,https://www.coffeereview.com/review/espresso-16/,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/80,$62.95/8 ounces,November 2021,9,9,9,8,9,,
2024-01-04,Mr. Espresso,Organic Ethiopia Shantawene Natural,92,https://www.coffeereview.com/review/organic-ethiopia-shantawene-natural/,"Oakland, California","Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,56/78,$17.00/12 ounces,November 2021,8,9,9,8,,8,
2024-01-04,Coffee By Design,Ethiopia Sidama Durato Bombe,91,https://www.coffeereview.com/review/ethiopia-sidama-durato-bombe/,"Portland, Maine","Bombe mountains, Sidama Region, southern Ethiopia",Medium-Light,59/77,$18.50/16 ounces,November 2021,8,8,9,8,,8,
2024-01-04,Old Soul Co.,Ethiopia Lecho Torka,92,https://www.coffeereview.com/review/ethiopia-lecho-torka/,"Sacramento, California","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,57/75,$20.00/12 ounces,November 2021,9,8,9,8,,8,
2024-01-04,Coffee Cycle,Ethiopia Nano Genji #10,92,https://www.coffeereview.com/review/ethiopia-nano-genji-10/,"San Diego, California","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/80,$16.00/250 grams,November 2021,9,8,9,8,,8,
2024-01-04,Mr. Espresso,Guatemala CODECH Women’s Lot,90,https://www.coffeereview.com/review/guatemala-codech-womens-lot/,"Oakland, California","Concepción Huista, Huehuetenango Department, Guatemala",Medium-Light,54/74,$15.00/12 ounces,November 2021,8,8,8,8,,8,
2024-01-04,Coffee By Design,Ethiopia Yirgacheffe Worka Sakaro Anaerobic,90,https://www.coffeereview.com/review/ethiopia-yirgacheffe-worka-sakaro-anaerobic/,"Portland, Maine","Gedeb District, Gedeo Zone, southern Ethiopia",Light,62/84,$18.50/12 ounces,November 2021,8,8,8,8,,8,
2024-01-04,Coffee Cycle,Kenya Kainamui AB,94,https://www.coffeereview.com/review/kenya-kainamui-ab/,"San Diego, California","Kirinyaga County, Kenya",Medium-Light,58/76,$16.50/250 grams,November 2021,9,9,9,8,,9,
2024-01-04,Hula Daddy Kona Coffee,Kona Mocca®,95,https://www.coffeereview.com/review/kona-mocca-5/,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,57/78,$89.95/8 ounces,November 2021,9,9,9,9,,9,
2024-01-04,Hula Daddy Kona Coffee,Karen J Kona Red Bourbon,95,https://www.coffeereview.com/review/karen-j-kona-red-bourbon-2/,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/78,$49.95/8 ounces,November 2021,9,9,9,9,,9,
2024-01-04,Cafe Kreyol,Ethiopian Sweet Lily,93,https://www.coffeereview.com/review/ethiopian-sweet-lily/,"Manassas, Virginia","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,56/72,$15.99/12 ounces,November 2021,9,8,9,8,,9,
2024-01-04,Temple Coffee Roasters,Kenya Gachatha Nyeri,93,https://www.coffeereview.com/review/kenya-gachatha-nyeri/,"Sacramento, California","Nyeri growing region, south-central Kenya",Medium-Light,58/76,$23.50/12 ounces,November 2021,9,9,9,8,,8,
2024-01-04,Cafe Kreyol,Bolivia Apolo Latin America Microlot,90,https://www.coffeereview.com/review/bolivia-apolo-latin-america-microlot/,"Manassas, Virginia",Bolivia,Medium-Light,50/77,$15.99/12 ounces,November 2021,8,9,8,7,,8,
2024-01-04,Temple Coffee Roasters,Ethiopia Gora Kone Sidamo,92,https://www.coffeereview.com/review/ethiopia-gora-kone-sidamo-2/,"Sacramento, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,57/79,$20.00/12 ounces,November 2021,9,8,9,8,,8,
2024-01-04,Cafe Kreyol,Organic 18 Rabbits Honduras,91,https://www.coffeereview.com/review/organic-18-rabbits-honduras/,"Manassas, Virginia","Marcala, Honduras",Medium-Light,58/74,$12.99/12 ounces,November 2021,8,8,9,8,,8,
2024-01-04,Theory Coffee Roasters,Ethiopia Olonso Qeka,94,https://www.coffeereview.com/review/ethiopia-olonso-qeka/,"Redding, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,58/80,$35.00/300 grams,November 2021,9,9,9,8,,9,
2024-01-04,T.S.E. Custom Roastery,Ethiopia Wate Mini Natural Espresso,94,https://www.coffeereview.com/review/ethiopia-wate-mini-natural-espresso/,"Taipei, Taiwan","Hambela Dimtu, Guji, Ethiopia",Medium-Light,58/80,NT $350/227 grams,November 2021,9,9,9,8,9,,
2024-01-04,Peach Coffee Roasters,Colombia La Estrella Carbonic Maceration,93,https://www.coffeereview.com/review/colombia-la-estrella-carbonic-maceration/,"Johns Creek, Georgia","Huila Department, Colombia",Medium-Light,52/70,$28.00/12 ounces,November 2021,9,9,9,8,,8,
2024-01-04,Taster’s Coffee,Ethiopia Sidama Bensa Farmer Tamiru 74158 Natural,96,https://www.coffeereview.com/review/ethiopia-sidama-bensa-farmer-tamiru-74158-natural/,"New Taipei City, Taiwan","Sidama growing region, southern Ethiopia",Light,64/82,NT $575/4 ounces,November 2021,9,9,10,9,,9,
2024-01-04,Desolate Cafe,Honeydew Costa Rica,92,https://www.coffeereview.com/review/honeydew-costa-rica/,"Nantou, Taiwan","San Vito, Puntarenas Province, Costa Rica",Light,62/80,NT $500/227 grams,November 2021,8,9,9,8,,8,
2024-01-04,Desolate Cafe,BNT Espresso Blend,94,https://www.coffeereview.com/review/bnt-espresso-blend-2/,"Nantou, Taiwan",Ethiopia; Guatemala; Honduras,Medium-Light,56/72,NT $350/227 grams,November 2021,9,9,9,8,9,,
2024-01-04,Café Chiayi J11,Chiayi Blend,93,https://www.coffeereview.com/review/chiayi-blend/,"Chia-Yi, Taiwan",Colombia; Brazil; Kenya,Medium-Light,56/72,NT $380/227 grams,November 2021,9,9,9,8,,8,
2024-01-04,King's Gambit Coffee,Costa Rica Salazar Black Honey,88,https://www.coffeereview.com/review/costa-rica-salazar-black-honey/,"Belvedere, New Jersey","Llano Bonito de Narajo, Alajuela Province, Costa Rica",Medium-Light,58/76,$21.00/12 ounces,November 2021,8,8,8,7,,7,
2024-01-04,Hula Daddy Kona Coffee,Holiday Coffee,96,https://www.coffeereview.com/review/holiday-coffee-2/,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/80,$49.95/8 ounces,November 2021,9,9,10,9,,9,
2024-01-04,Paradise Roasters,Mama Cata Mokkita,97,https://www.coffeereview.com/review/mama-cata-mokkita-2/,"Minneapolis, Minnesota","Boquete growing region, western Panama",Medium-Light,57/79,$150.00/4 ounces,November 2021,10,9,10,9,,9,
2024-01-04,Genesis Coffee Lab,Ethiopia Tamiru Tadesse Anaerobic,96,https://www.coffeereview.com/review/ethiopia-tamiru-tadesse-anaerobic/,"Big Lake, Alaska","Sidamo (also Sidama) growing region, south-central Ethiopia",Light,62/80,$145.00/4 ounces,November 2021,9,9,10,9,,9,
2024-01-04,Hula Daddy Kona Coffee,Laura’s Reserve SL34,96,https://www.coffeereview.com/review/lauras-reserve-sl34-2/,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,60/78,$62.95/8 ounces,November 2021,9,9,10,9,,9,
2024-01-04,Genesis Coffee Lab,Ethiopia Tamiru Tadesse Natural,95,https://www.coffeereview.com/review/ethiopia-tamiru-tadesse-natural/,"Big Lake, Alaska","Sidamo (also Sidama) growing region, south-central Ethiopia",Light,64/80,$26.50/4 ounces,November 2021,9,9,9,9,,9,
2024-01-04,Paradise Roasters,Puna Arakawa Estate Lactic Natural,95,https://www.coffeereview.com/review/puna-arakawa-estate-lactic-natural/,"Minneapolis, Minnesota","Kurtistown, Puna, “Big Island” of Hawai’i",Medium-Light,60/78,$30.00/4 ounces,November 2021,9,9,9,9,,9,
2024-01-04,Hula Daddy Kona Coffee,100% Kona Bourbon Pointu Laurina,95,https://www.coffeereview.com/review/100-kona-bourbon-pointu-laurina-6/,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/78,$62.95/8 ounces,November 2021,9,9,9,9,,9,
2024-01-04,Jaunt Coffee Roasters,Colombia Planadas Tolima,93,https://www.coffeereview.com/review/colombia-planadas-tolima/,"San Diego, California","Tolima Department, Colombia",Light,63/83,$23.00/12 ounces,November 2021,9,9,9,8,,8,
2024-01-04,Durango Coffee Company,Colombia Java El Eden,94,https://www.coffeereview.com/review/colombia-java-el-eden/,"Durango, Colorado","Tolima Department, Colombia",Medium-Light,58/78,$19.95/12 ounces,November 2021,9,9,9,8,,9,
2024-01-04,Nostalgia Coffee Roasters,Ethiopia Shantawene Natural,95,https://www.coffeereview.com/review/ethiopia-shantawene-natural/,"San Diego, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/76,$22.00/12 ounces,November 2021,9,9,9,9,,9,
2024-01-04,Jaunt Coffee Roasters,Ethiopia Buno Dambi Uddo,94,https://www.coffeereview.com/review/ethiopia-buno-dambi-uddo/,"San Diego, California","Odo Shakiso District, Western Guji, Ethiopia",Light,65/83,$25.00/12 ounces,November 2021,9,9,9,8,,9,
2024-01-04,Magnolia Coffee,Magnolia Blend Espresso,93,https://www.coffeereview.com/review/magnolia-blend-espresso/,"Charlotte, North Carolina",Papua New Guinea; Costa Rica,Medium-Light,52/72,$16.00/12 ounces,November 2021,9,8,9,8,9,,
2024-01-04,Red Rock Roasters,Ethiopia Worka Sakaro Anaerobic Natural,94,https://www.coffeereview.com/review/ethiopia-worka-sakaro-anaerobic-natural-2/,"Albuquerque, New Mexico","Gedeb District, Gedeo Zone, southern Ethiopia",Medium,56/64,$16.00/12 ounces,November 2021,9,9,9,8,,9,
2024-01-04,Oceana Coffee,Ethiopia Durato Bombe Natural,94,https://www.coffeereview.com/review/ethiopia-durato-bombe-natural/,"Tequesta, Florida","Bombe mountains, Sidama Region, southern Ethiopia",Light,64/80,$22.00/12 ounces,November 2021,9,9,9,8,,9,
2024-01-04,SOT Coffee Roaster,SÖT Coffee Roaster Colombia Wush Wush Dynamic Natural,96,https://www.coffeereview.com/review/sot-coffee-roaster-colombia-wush-wush-dynamic-natural/,"Osaka, Japan","San Augustín, Huila Department, Colombia",Light,76/92,¥1680/100 grams,November 2021,10,9,10,8,,9,
2024-01-04,Nostalgia Coffee Roasters,Colombia Trujillo Experimental Process,94,https://www.coffeereview.com/review/colombia-trujillo-experimental-process/,"San Diego, California","Santa Barbara, Antioquia Department, Colombia",Medium-Light,57/77,$25.00/12 ounces,November 2021,9,9,9,8,,9,
2024-01-04,Bird Rock Coffee Roasters,Colombia La Siria Geisha,96,https://www.coffeereview.com/review/colombia-la-siria-geisha/,"San Diego, California","La Argentina, Huila Department, Colombia",Medium-Light,60/78,$95.00/4 ounces,November 2021,9,9,10,9,,9,
2024-01-04,Kakalove Cafe,Guatemala Santa Felisa Wild Yeast Natural Gesha,96,https://www.coffeereview.com/review/guatemala-santa-felisa-wild-yeast-natural-gesha/,"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Light,62/88,NT $375/4 ounces,November 2021,9,9,10,9,,9,
2024-01-04,PT's Coffee Roasting Co.,Colombia Granja La Esperanza Las Margaritas Gesha Honey,95,https://www.coffeereview.com/review/colombia-granja-la-esperanza-las-margaritas-gesha-honey/,"Topeka, Kansas","Caicedonia, Valle del Cauca Department, Colombia",Light,62/80,$60.00/8 ounces,November 2021,9,9,9,9,,9,
2024-01-04,Chromatic Coffee,Tanzania Acacia Hills Gesha Peaberry,95,https://www.coffeereview.com/review/tanzania-acacia-hills-gesha-peaberry/,"San Jose, California","Ngorongoro, Tanzania",Medium-Light,62/78,$120.00/6 ounces,November 2021,9,9,9,9,,9,
2024-01-04,Equator Coffees,Colombia La Palma Y El Tucán Gesha Natural,94,https://www.coffeereview.com/review/colombia-la-palma-y-el-tucan-gesha-natural/,"San Rafael, California","Cundinamarca Department, central Colombia",Medium-Light,56/72,$40.00/4 ounces,November 2021,9,9,9,8,,9,
2024-01-04,GK Coffee,Peru Yanesha Geisha Washed Anaerobic,94,https://www.coffeereview.com/review/peru-yanesha-geisha-washed-anaerobic/,"Yilan, Taiwan","Pasco Department, Villa Rica, Peru",Medium-Light,59/77,NT $800/100 grams,November 2021,9,9,9,8,,9,
2024-01-04,Omine Coffee,Guatemala Geisha,94,https://www.coffeereview.com/review/guatemala-geisha-2/,"Taipei, Taiwan","Huehuetenango Department, Guatemala",Light,62/80,NT $1000/200 grams,November 2021,9,9,9,8,,9,
2024-01-04,Willoughby's Coffee & Tea,Costa Rica La Rejolla Washed Geisha,94,https://www.coffeereview.com/review/costa-rica-la-rejolla-washed-geisha/,"Branford, Connecticut","Lourdes de Naranjo, West Valley, Costa Rica",Medium-Light,58/80,$49.99/16 ounces,November 2021,9,9,9,8,,9,
2024-01-04,Wuguo Cafe,Ethiopia Microanaerobic Geisha,93,https://www.coffeereview.com/review/ethiopia-microanaerobic-geisha/,"Taipei, Taiwan","Oromia growing region, southern Ethiopia",Light,64/80,$28.00/225 grams,November 2021,9,9,9,8,,8,
2024-01-04,JBC Coffee Roasters,Bekele Heto Natural Ethiopia,95,https://www.coffeereview.com/review/bekele-heto-natural-ethiopia/,"Madison, Wisconsin","Worka-Sakaro, Gedeb District, Gedeo Zone",Medium-Light,58/80,$19.00/12 ounces,November 2021,9,9,9,9,,9,
2024-01-04,Bird Rock Coffee Roasters,El Salvador El Matazano Pacamara,95,https://www.coffeereview.com/review/el-salvador-el-matazano-pacamara/,"San Diego, California","Chalatenango Department, El Salvador",Medium-Light,60/77,$21.00/12 ounces,November 2021,9,9,9,9,,9,
2024-01-04,RamsHead Coffee Roasters,Ethiopia Guji Mormora Organic Natural,94,https://www.coffeereview.com/review/ethiopia-guji-mormora-organic-natural/,"Bozeman, Montana","Guji Zone, southern Ethiopia",Light,62/80,$18.95/12 ounces,November 2021,9,9,9,8,,9,
2024-01-04,JBC Coffee Roasters,Chelbesa Ethiopia,95,https://www.coffeereview.com/review/chelbesa-ethiopia/,"Madison, Wisconsin","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Medium-Light,58/78,$18.00/8 ounces,November 2021,9,9,9,9,,9,
2024-01-04,RamsHead Coffee Roasters,Colombia La Riviera Sudan Rume,94,https://www.coffeereview.com/review/colombia-la-riviera-sudan-rume/,"Bozeman, Montana","Risaralda, Caldas Department, Colombia",Medium-Light,58/76,$11.99/4 ounces,November 2021,9,9,9,8,,9,
2024-01-04,JBC Coffee Roasters,Alaka Ethiopia,94,https://www.coffeereview.com/review/alaka-ethiopia/,"Madison, Wisconsin","Hambela Wamena, Guji Zone, Oromia, Ethiopia",Medium-Light,62/78,$18.00/12 ounces,November 2021,9,9,9,8,,9,
2024-01-04,Paradise Roasters,Kona Liberica Champagne Natural,93,https://www.coffeereview.com/review/liberica/,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,60/76,$50.00/4 ounces,November 2021,9,9,9,8,,8,
2024-01-04,Samlin Coffee,Ethiopia Guji Uraga Tebe Burka Natural G1,94,https://www.coffeereview.com/review/ethiopia-guji-uraga-tebe-burka-natural-g1/,"New Taipei City, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,64/82,NT $550/250 grams,November 2021,9,9,9,8,,9,
2024-01-04,JBC Coffee Roasters,El Triunfo Mexico,93,https://www.coffeereview.com/review/el-triunfo-mexico/,"Madison, Wisconsin","Sierra Madre, Chiapas, Mexico",Medium-Light,56/78,$16.00/12 ounces,November 2021,9,8,9,8,,9,
2024-01-04,Chu Bei,Honey-Processed Yunnan Espresso,93,https://www.coffeereview.com/review/honey-processed-yunnan-espresso/,"Shanghai, China","Lincong, Yunnan Province, China",Medium,46/72,¥88/16 ounces,November 2021,9,8,9,8,9,,
2024-01-04,Chu Bei,Fruity Espresso Blend,93,https://www.coffeereview.com/review/fruity-espresso-blend-3/,"Shanghai, China",Ethiopia,Medium-Light,58/70,¥78/16 ounces,November 2021,9,9,9,8,8,,
2024-01-04,RamsHead Coffee Roasters,Out of Africa Blend,92,https://www.coffeereview.com/review/out-of-africa-blend/,"Bozeman, Montana",Kenya; Ethiopia,Medium-Light,58/78,$17.95/12 ounces,November 2021,9,8,9,8,,8,
2024-01-04,Chu Bei,Nutty Espresso Blend,92,https://www.coffeereview.com/review/nutty-espresso-blend-2/,"Shanghai, China",Guatemala; Indonesia,Medium-Light,55/73,¥78/16 ounces,November 2021,9,8,8,8,9,,
2024-01-04,Green Stone Coffee,Sweet Kenya J36 Espresso,95,https://www.coffeereview.com/review/sweet-kenya-j36-espresso/,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,52/76,NT $400/120 grams,November 2021,9,9,9,9,9,,
2024-01-04,Baba Java Coffee,Winter Wonder Blend,91,https://www.coffeereview.com/review/winter-wonder-blend/,"Hoover, Alabama",Brazil; Honduras; Yemen,Medium,52/64,$15.00/12 ounces,October 2021,8,8,9,8,,8,
