date,review_roaster,coffee,rating,link,Roaster Location:,Coffee Origin:,Roast Level:,Agtron:,Est. Price:,Review Date:,Aroma:,Body:,Flavor:,Aftertaste:,With Milk:,Acidity/Structure:,Acidity:
2024-01-04,Utopian Coffee,Cold Brew,93,https://www.coffeereview.com/review/cold-brew-8/,"Fort Wayne, Indiana",Not disclosed,Light,64/85,$18.00/12 ounces,January 2024,8,9,9,8,9,,
2024-01-04,JBC Coffee Roasters,Nkanda #7 Burundi,92,https://www.coffeereview.com/review/nkanda-7-burundi/,"Madison, Wisconsin","Tangara, Ngozi,  Burundi",Medium-Light,58/78,$21.00/12 ounces,January 2024,8,9,9,8,,8,
2024-01-04,Utopian Coffee,Pearl,91,https://www.coffeereview.com/review/pearl/,"Fort Wayne, Indiana",Not disclosed,Light,64/86,$18.00/12 ounces,January 2024,8,8,9,7,,9,
2024-01-04,Kafe Coffee Roastery,Peach-C Blend,94,https://www.coffeereview.com/review/peach-c-blend/,"Zhubei, Taiwan",Ethiopia; Colombia,Light,62/84,NT$ 366/8 ounces,January 2024,9,9,9,8,,9,
2024-01-04,Cafe Fugu Roasters,Kanazawa Light Roasted Espresso House Blend,92,https://www.coffeereview.com/review/kanazawa-light-roasted-espresso-house-blend/,"Taipei City, Taiwan",Not disclosed,Light,65/86,NT$ 450/200 grams,January 2024,8,9,9,8,8,,
2024-01-04,Cafe Fugu Roasters,Ethiopia Bench Maji Lucy Station Geisha Washed,91,https://www.coffeereview.com/review/ethiopia-bench-maji-lucy-station-geisha-washed-2/,"Taipei City, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,71/92,NT$ 650/200 grams,January 2024,8,8,9,8,,8,
2024-01-04,Cafe Fugu Roasters,Colombia Huila Finca Rodrigo Sanchez Purple Caturra Natural,90,https://www.coffeereview.com/review/colombia-huila-finca-rodrigo-sanchez-purple-caturra-natural/,"Taipei City, Taiwan","San Adolfo, Huila Department, Colombia",Light,65/86,NT $700/200 grams,January 2024,8,8,8,8,,8,
2024-01-04,Coffee Cycle Roasting,Kenya Gicherori AA,93,https://www.coffeereview.com/review/kenya-gicherori-aa/,"San Diego, California","Embu County, Kenya",Medium-Light,59/74,$18.50/250 grams,December 2023,9,8,9,9,,8,
2024-01-04,Coffee Cycle Roasting,Ethiopia Wolde Hirbe Jemjemo Natural,92,https://www.coffeereview.com/review/ethiopia-wolde-hirbe-jemjemo-natural/,"San Diego, California","Wenago district, Gedeo Zone, SNNPR, Ethiopia",Medium-Light,56/75,$18.00/250 grams,December 2023,8,9,9,8,,8,
2024-01-04,Nostalgia Coffee Roasters,Colombia Jaime Lopez,94,https://www.coffeereview.com/review/colombia-jaime-lopez/,"San Diego, California","Santa Barbara, Antioquia, Colombia",Light,62/82,$40.00/12 ounces,December 2023,9,9,9,9,,8,
2024-01-04,JBC Coffee Roasters,Cordillera de Fuego Costa Rica,94,https://www.coffeereview.com/review/cordillera-de-fuego-costa-rica/,"Madison, Wisconsin","Tarrazu, Costa Rica",Medium-Light,59/77,$18.00/8 ounces,December 2023,9,9,9,8,,9,
2024-01-04,Kakalove Cafe,Mellowcup Blend Espresso,93,https://www.coffeereview.com/review/mellowcup-blend-espresso/,"Chia-Yi, Taiwan",Ethiopia; Guatemala,Medium-Light,56/74,NT$ 290/8 ounces,December 2023,9,8,9,8,9,,
2024-01-04,Speedwell Coffee,El Salvador Los Cipreses,92,https://www.coffeereview.com/review/el-salvador-los-cipreses/,"Plymouth, Massachusetts","Monte Verde, Santa Ana Department, central El Salvador",Medium-Light,58/74,$16.00/12 ounces,December 2023,8,8,9,8,,9,
2024-01-04,JBC Coffee Roasters,Nyeri Hill Kenya,94,https://www.coffeereview.com/review/nyeri-hill-kenya-3/,"Madison, Wisconsin","Nyeri growing region, south-central Kenya",Medium-Light,56/74,$22.00/12 ounces,December 2023,9,9,9,8,,9,
2024-01-04,JBC Coffee Roasters,Santuario Peru,93,https://www.coffeereview.com/review/santuario-peru/,"Madison, Wisconsin","Cajamarca, Peru",Medium-Light,54/72,$18.00/12 ounces,December 2023,9,9,9,8,,8,
2024-01-04,True Coffee Roasters,Papua New Guinea Jiwaka Arufa Natural,92,https://www.coffeereview.com/review/papua-new-guinea-jiwaka-arufa-natural/,"Fitchburg, Wisconsin","Wahgi Valley, Papua New Guinea",Medium-Light,53/70,$14.49/12 ounces,December 2023,9,8,9,8,,8,
2024-01-04,Utopian Coffee,Ethiopia Koke Honey,93,https://www.coffeereview.com/review/ethiopia-koke-honey/,"Fort Wayne, Indiana","Yirgacheffe growing region, south-central Ethiopia",Light,64/82,$23.00/12 ounces,December 2023,9,8,9,8,,9,
2024-01-04,Utopian Coffee,Colombia Inza,92,https://www.coffeereview.com/review/colombia-inza/,"Fort Wayne, Indiana","Inza, Cauca Department, Colombia",Light,64/82,$19.00/12 ounces,December 2023,9,8,9,8,,8,
2024-01-04,Lin Jen-Wei’s Black Jar Coffee,Ethiopia Guji 74110 Natural,94,https://www.coffeereview.com/review/ethiopia-guji-74110-natural/,"Taichung, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,64/86,NT$ 550/227 grams,December 2023,9,9,9,8,,9,
2024-01-04,Intuition Coffee,Costa Rica Finca Tono Natural,93,https://www.coffeereview.com/review/costa-rica-finca-tono-natural/,"Peoria, Illinois","Los Robles de Naranjo, West Valley, Costa Rica",Medium-Light,57/76,$22.00/12 ounces,December 2023,9,9,9,8,,8,
2024-01-04,Intuition Coffee,Seven Sages Blend,91,https://www.coffeereview.com/review/modern-sages-blend/,"Peoria, Illinois",Colombia; Guatemala,Medium-Light,55/72,$17.00/12 ounces,December 2023,8,8,9,8,,8,
2024-01-04,Bargain Cafe,Costa Rica Flor Lichi Meet Patch,93,https://www.coffeereview.com/review/costa-rica-flor-lichi-meet-patch/,"Taitung, Taiwan","Tarrazu, Costa Rica",Light,62/80,NT$ 499/200 grams,December 2023,9,8,9,8,,9,
2024-01-04,Bargain Cafe,Love in Winter,91,https://www.coffeereview.com/review/lover-in-winter/,"Taitung, Taiwan","Ethiopia, Colombia, Costa Rica",Medium-Light,59/75,NT$ 450/200 grams,December 2023,8,9,9,8,,7,
2024-01-04,Red Rooster Coffee Roaster,Good Tidings Sweet Holiday Blend,94,https://www.coffeereview.com/review/good-tidings-sweet-holiday-blend/,"Floyd, Virginia",Costa Rica; Ethiopia,Medium-Light,60/78,$22.00/12 ounces,December 2023,9,9,9,8,,9,
2024-01-04,Paradise Roasters,Kona Mokka Champagne Natural,95,https://www.coffeereview.com/review/kona-mokka-champagne-natural/,"Hilo, Hawaii","Kona growing region, Big Island of Hawai’i",Light,64/86,$100.00/4 ounces,December 2023,9,9,9,9,,9,
2024-01-04,Beanberry Coffee,Kenya Getuya AA,93,https://www.coffeereview.com/review/kenya-gatuya-aa/,"Woking, Surrey, England","Nyeri growing region, south-central Kenya",Medium-Light,56/73,GBP 14.50/250 grams,November 2023,9,8,9,8,,9,
2024-01-04,Beanberry Coffee,Peru Olga Calle Organic,91,https://www.coffeereview.com/review/peru-olga-calle-organic/,"Woking, Surrey, England","Cajamarca, Peru",Medium-Light,55/72,GBP 13.50/250 grams,November 2023,8,9,9,7,,8,
2024-01-04,Nodi Coffee,Windsor Blend,92,https://www.coffeereview.com/review/windsor-blend/,"Hong Kong, China",Ethiopia; Rwanda,Medium-Light,60/78,CNY 160/250 grams,November 2023,9,8,9,8,,8,
2024-01-04,Nodi Coffee,Carrick Blend,90,https://www.coffeereview.com/review/carrick-blend/,"Hong Kong, China",Brazil; Colombia; Sumatra,Medium-Light,59/75,CNY 150/250 grams,November 2023,8,8,8,8,,8,
2024-01-04,Succulent Coffee Roasters,Kenya Kirinyaga Njawato Estate,93,https://www.coffeereview.com/review/kenya-kirinyaga-njawato-estate/,"Huntington Beach, California","Kirinyaga County, south-central Kenya",Medium-Light,59/80,$21.00/12 ounces,November 2023,9,8,9,8,,9,
2024-01-04,Achilles Coffee Roasters,Costa Rica Hacienda Sonora Natural,93,https://www.coffeereview.com/review/costa-rica-hacienda-sonora-natural/,"San Diego, California","Alajuela, Central Valley, Costa Rica",Medium-Light,56/80,$23.50/12 ounces,November 2023,9,9,9,8,,8,
2024-01-04,Satur Specialty Coffee,Costa Rica Central Valley,93,https://www.coffeereview.com/review/costa-rica-central-valley/,"Tainan City, Taiwan","Alajuela, Central Valley, Costa Rica",Light,69/96,NT$ 470/225 grams,November 2023,9,9,9,8,,8,
2024-01-04,Satur Specialty Coffee,Guatemala Antigua,92,https://www.coffeereview.com/review/guatemala-antigua-6/,"Tainan City, Taiwan","Antigua, Guatemala",Light,72/99,NT$ 370/225 grams,November 2023,8,9,9,8,,8,
2024-01-04,Hutu Cafe Roastery,Ethiopia Banko Gotiti,94,https://www.coffeereview.com/review/ethiopia-banko-gotiti-5/,"Taipei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Light,64/82,NT$ 400/200 grams,November 2023,9,9,9,8,,9,
2024-01-04,Hutu Cafe Roastery,Blossom Spring Blend,93,https://www.coffeereview.com/review/blossom-spring-blend/,"Taipei, Taiwan",Colombia; Kenya; Ethiopia,Medium-Light,58/75,NT$ 450/200 grams,November 2023,9,8,9,8,,9,
2024-01-04,Tumaz Coffee,O-Li-A Geisha Blend,94,https://www.coffeereview.com/review/o-li-a-geisha-blend/,"Taipei City, Taiwan",Panama; Colombia; Ethiopia,Light,64/86,NT$ 970/227 grams,November 2023,9,9,9,8,,9,
2024-01-04,Regent Coffee,Colombia Quindio Campo Hermoso Wush Wush,93,https://www.coffeereview.com/review/colombia-quindio-campo-hermoso-wush-wush/,"Glendale, California","Armenia, Quindio Department, Colombia",Medium-Light,58/74,$33.00/8 ounces,November 2023,9,9,9,8,,8,
2024-01-04,Regent Coffee,Kenya Mukarimu Estate AA Barrel-Aged,93,https://www.coffeereview.com/review/kenya-mukarimu-estate-aa-barrel-aged/,"Glendale, California","Meru County, Kenya",Medium-Light,56/72,$30.50/12 ounces,November 2023,9,9,9,8,,8,
2024-01-04,Kafe Coffee Roastery,Ethiopia Guji Benti Nenka Natural,93,https://www.coffeereview.com/review/ethiopia-guji-benti-nenka-natural/,"Zhubei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,62/84,NT$ 350/8 ounces,November 2023,9,9,9,8,,8,
2024-01-04,Regent Coffee,Costa Rica Hacienda Sonora San Isidro 48,91,https://www.coffeereview.com/review/costa-rica-hacienda-sonora-san-isidro-48/,"Glendale, California","Alajuela, Central Valley, Costa Rica",Light,64/84,$22.00/12 ounces,November 2023,8,8,9,8,,8,
2024-01-04,Buon Caffe,Colombia Huila El Triunfo Pink Bourbon Anaerobic Washed,94,https://www.coffeereview.com/review/colombia-huila-el-triunfo-pink-bourbon-anaerobic-washed/,"Taipei, Taiwan","Huila Department, Colombia",Medium-Light,52/78,NT$ 539/8 ounces,November 2023,9,8,9,9,,9,
2024-01-04,Buon Caffe,Ethiopia Sidamo Assefa 74112 SLD Black Honey,91,https://www.coffeereview.com/review/ethiopia-sidamo-assefa-74112-sld-black-honey/,"Taipei, Taiwan","Sidamo growing region, south-central Ethiopia",Medium-Light,55/85,NT$ 449/8 ounces,November 2023,8,9,9,7,,8,
2024-01-04,Buon Caffe,Ethiopia Sidamo Bensa Hamasho Slow Dry Natural,90,https://www.coffeereview.com/review/ethiopia-sidamo-bensa-hamasho-slow-dry-natural/,"Taipei, Taiwan","Sidamo growing region, south-central Ethiopia",Light,56/88,NT$ 459/8 ounces,November 2023,8,8,8,8,,8,
2024-01-04,Jackrabbit Java,Burundi Murambi Hill,93,https://www.coffeereview.com/review/burundi-murambi-hill/,"Thermopolis, Wyoming","Bujumbura Rurale, Burundi",Medium-Light,60/78,$16.00/12 ounces,November 2023,9,8,9,8,,9,
2024-01-04,Jackrabbit Java,El Salvador Finca Montevideo,92,https://www.coffeereview.com/review/el-salvador-finca-montevideo/,"Thermopolis, Wyoming","San Salvador Volcano, El Salvador",Medium-Light,58/74,$16.00/12 ounces,November 2023,9,9,9,7,,8,
2024-01-04,Jackrabbit Java,Papua New Guinea Korgua Estate A,92,https://www.coffeereview.com/review/papua-new-guinea-korgua-estate-a/,"Thermopolis, Wyoming","Waghi Valley, Western Highlands, Papua New Guinea",Medium-Light,58/76,$14.00/12 ounces,November 2023,9,8,9,8,,8,
2024-01-04,Bird Rock Coffee Roasters,Costa Rica Volcán Azul Gesha Anaerobic Natural,94,https://www.coffeereview.com/review/costa-rica-volcan-azul-gesha/,"San Diego, California","Poás Volcano, Alajuela, Costa Rica",Light,64/80,$59.00/8 ounces,November 2023,9,9,9,8,,9,
2024-01-04,SOT Coffee Roaster,Colombia Monteblanco Coconut Lemonade,93,https://www.coffeereview.com/review/colombia-monteblanco-coconut-lemonade/,"Osaka, Japan","San Adolfo, Huila Department, Colombia",Light,72/94,$15.00/100 grams,November 2023,9,8,9,8,,9,
2024-01-04,SOT Coffee Roaster,Colombia Huila Chiroso Anaerobic Natural,93,https://www.coffeereview.com/review/colombia-huila-chiroso-anaerobic-natural/,"Osaka, Japan","San Adolfo, Huila Department, Colombia",Light,74/94,$19.00/100 grams,November 2023,9,9,9,8,,8,
2024-01-04,Simon Hsieh Aroma Roast Coffees,Chang-E The Moon Goddess Espresso,94,https://www.coffeereview.com/review/chang-e-the-moon-goddess-espresso/,"Taoyuan, Taiwan",Colombia; Costa Rica; Kenya; Ethiopia,Medium,46/70,NT$ 650/8 ounces,November 2023,9,9,9,8,9,,
2024-01-04,GK Coffee,GW03 Princesa Carmen Geisha,98,https://www.coffeereview.com/review/gw03-princesa-carmen-geisha/,"Yilan, Taiwan","Paso Ancho, Panama",Medium-Light,58/74,"NT$ 2,500/20 grams",November 2023,10,9,10,9,,10,
2024-01-04,Old Soul Co.,El Salvador Finca Loma La Gloria Yellow Honey,94,https://www.coffeereview.com/review/el-salvador-finca-loma-la-gloria-yellow-honey/,"Sacramento, California","El Bálsamo Quetzaltepec growing region, El Salvador",Medium-Light,58/78,$20.00/12 ounces,November 2023,9,9,9,8,,9,
2024-01-04,Old Soul Co.,Costa Rica La Laguna Lot — Reserve Series,94,https://www.coffeereview.com/review/costa-rica-la-laguna-lot-reserve-series/,"Sacramento, California","Tarrazu, Costa Rica",Medium-Light,60/78,$23.00/12 ounces,November 2023,9,9,9,8,,8,
2024-01-04,Old Soul Co.,Ethiopia Hamasho Farm,93,https://www.coffeereview.com/review/ethiopia-hamasho-farm/,"Sacramento, California","Sidamo growing region, south-central Ethiopia",Light,62/80,$20.00/12 ounces,November 2023,9,8,9,8,,8,
2024-01-04,Simon Hsieh Aroma Roast Coffees,Rwanda Silverback Plus Espresso,95,https://www.coffeereview.com/review/rwanda-silverback-plus-espresso/,"Taoyuan, Taiwan","Kageyo, Eastern Province, Rwanda",Light,48/689,NT$ 800/8 ounces,November 2023,9,9,9,9,9,,
2024-01-04,SOT Coffee Roaster,Colombia El Paraiso Geisha Luna Washed,95,https://www.coffeereview.com/review/colombia-el-paraiso-geisha-luna-washed/,"Osaka, Japan","Piendamo, Cauca Department, Colombia",Light,70/85,$27.00/100 grams,November 2023,9,9,9,9,,9,
2024-01-04,PT's Coffee Roasting Co.,Costa Rica Volcán Azul Gesha Anaerobic Natural,95,https://www.coffeereview.com/review/costa-rica-volcan-azul-gesha-anaerobic-natural/,"Topeka, Kansas","Poás Volcano, Alajuela, Costa Rica",Light,66/82,$26.00/8 ounces,November 2023,9,9,9,9,,9,
2024-01-04,Magnolia Coffee,Ethiopia Sidamo Shantawene Abore Natural,93,https://www.coffeereview.com/review/ethiopia-sidamo-shantawene-abore-natural/,"Charlotte, North Carolina","Sidamo growing region, south-central Ethiopia",Light,64/84,$22.00/12 ounces,November 2023,9,8,9,8,,9,
2024-01-04,Duluth Coffee,Costa Rica Diego Abarca Gesha Natural,92,https://www.coffeereview.com/review/costa-rica-diego-abarca-gesha-natural/,"Duluth, Minnesota","Tarrazu, Costa Rica",Medium-Light,56/74,$20.00/12 ounces,November 2023,8,9,9,8,,8,
2024-01-04,Hula Daddy Kona Coffee,Kona Pointu®,97,https://www.coffeereview.com/review/kona-pointu/,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,52/72,$69.95/8 ounces,November 2023,9,10,10,9,,9,
2024-01-04,Revel Coffee,Colombia Calderon Honey,96,https://www.coffeereview.com/review/colombia-calderon-honey/,"Billings, Montana","Huila Department, Colombia",Medium-Light,60/78,$32.25/12 ounces,November 2023,9,9,10,9,,9,
2024-01-04,Hula Daddy Kona Coffee,Karen J Kona Red Bourbon,95,https://www.coffeereview.com/review/karen-j-kona-red-bourbon-5/,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/78,$54.95/8 ounces,November 2023,9,9,9,9,,9,
2024-01-04,modcup coffee,Wilton Benitez Colombia Sidra,96,https://www.coffeereview.com/review/wilton-benitez-colombia-sidra/,"Jersey City, New Jersey","Piendamo, Cauca Department, Colombia",Light,65/83,$60.00/250 grams,November 2023,9,9,10,9,,9,
2024-01-04,Roadmap CoffeeWorks,Peru Gilmer Cordova #13,95,https://www.coffeereview.com/review/peru-gilmer-cordova-13/,"Lexington, Virginia","Cajamarca, Peru",Light,64/88,$29.00/12 ounces,November 2023,9,9,9,9,,9,
2024-01-04,RoadMap CoffeeWorks,Ethiopia Kayon Mountain,95,https://www.coffeereview.com/review/ethiopia-kayon-mountain-10/,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,64/84,$24.00/12 ounces,November 2023,9,9,9,9,,9,
2024-01-04,Roadmap CoffeeWorks,Kenya Gichathaini,95,https://www.coffeereview.com/review/kenya-gichathaini-6/,"Lexington, Virginia","Nyeri growing region, south-central Kenya",Light,62/80,$26.00/12 ounces,November 2023,9,9,9,9,,9,
2024-01-04,Big Island Coffee Roasters,Ka‘ū Cloud Typica,93,https://www.coffeereview.com/review/kau-cloud-typica/,"Mountain View, Hawaii","Ka‘ū growing region, “Big Island” of Hawai’i",Light,62/80,$48.00/10 ounces,November 2023,9,8,9,8,,9,
2024-01-04,Amavida Coffee Roasters,Guatemala Rosendo Domingo,93,https://www.coffeereview.com/review/guatemala-rosendo-domingo/,"Santa Rosa Beach, Florida","Petatan, Huehuetenango, Guatemala",Medium-Light,62/78,$23.00/12 ounces,November 2023,9,9,9,8,,8,
2024-01-04,Wonderstate Coffee,Kenya Kamavindi,93,https://www.coffeereview.com/review/kenya-kamavindi/,"Viroqua, Wisconsin","Embu County, Kenya",Light,64/80,$25.00/12 ounces,November 2023,9,8,9,8,,9,
2024-01-04,Wishingvine,Colombia Honey Sweet Rose,95,https://www.coffeereview.com/review/colombia-honey-sweet-rose/,"Taichung, Taiwan","Huila Department, Colombia",Light,62/80,NT$ 520/8 ounces,November 2023,9,9,9,9,,9,
2024-01-04,Amavida Coffee Roasters,Guatemala Fredy Orantes Natural,92,https://www.coffeereview.com/review/guatemala-fredy-orantes-natural/,"Santa Rosa Beach, Florida","Fraijanes growing region, Guatemala",Medium-Light,58/74,$23.00/12 ounces,November 2023,8,9,9,8,,8,
2024-01-04,Roadmap CoffeeWorks,Mexico El Triunfo,92,https://www.coffeereview.com/review/mexico-el-triunfo/,"Lexington, Virginia","Sierra Madre, Chiapas State, Mexico",Medium-Light,56/84,$18.25/12 ounces,November 2023,9,8,9,8,,8,
2024-01-04,Wishingvine,Colombia Fruity,92,https://www.coffeereview.com/review/colombia-fruity/,"Taichung, Taiwan","Huila Department, Colombia",Light,64/84,NT$ 420/8 ounces,November 2023,8,9,9,8,,8,
2024-01-04,Moye Forest Coffee,Espresso Blend,90,https://www.coffeereview.com/review/espresso-blend-28/,"Taoyuan, Taiwan",Kenya; Ethiopia; Brazil,Medium-Light,58/75,NT$ 180/200 grams,November 2023,8,8,8,8,8,,
2024-01-04,Red Rooster Coffee Roaster,Colombia Santa Monica Castillo Honey Lulo,94,https://www.coffeereview.com/review/colombia-santa-monica-castillo-honey-lulo/,"Floyd, Virginia","Quindio Department, Colombia",Light,74/90,$33.00/8 ounces,November 2023,9,9,9,8,,9,
2024-01-04,RamsHead Coffee Roasters,Colombia Hermosa Co-Fermented Honey,93,https://www.coffeereview.com/review/colombia-hermosa-co-fermented-honey/,"Livingston, Montana","Huila Department, Colombia",Light,68/88,$34.95/12 ounces,November 2023,9,9,9,8,,8,
2024-01-04,Prism Coffee Works,El Vergel Rojo Fruit Infused,93,https://www.coffeereview.com/review/el-vergel-rojo-fruit-infused/,"Seoul, South Korea","Tolima growing region, Colombia",Light,74/94,$14.50/100 grams,November 2023,9,9,9,8,,8,
2024-01-04,Riika Cafe,Colombia Castillo Special Fermentation Washed Fruit of Taiwan,93,https://www.coffeereview.com/review/colombia-castillo-special-fermentation-washed-fruit-of-taiwan/,"New Taipei City, Taiwan","Huila Department, Colombia",NA,0/0,NT $600/227 grams,November 2023,9,9,9,8,,8,
2024-01-04,Equator Coffees,Colombia Las Flores Mint-Macerated,93,https://www.coffeereview.com/review/colombia-las-flores-mint-macerated/,"San Rafael, California","Acevedo, Colombia",Light,70/89,$28.00/12 ounces,November 2023,9,9,9,8,,8,
2024-01-04,Euphora Coffee,Guatemala Jocote,92,https://www.coffeereview.com/review/guatemala-jocote/,"Taipei, Taiwan","Fraijanes Department, Guatemala",Light,63/85,$11.00/8 ounces,November 2023,9,9,8,8,,8,
2024-01-04,David's Nose,Costa Rica Tarrazu Double-Anaerobic Washed,92,https://www.coffeereview.com/review/costa-rica-tarrazu-double-anaerobic-washed-2/,"Taipei, Taiwan","Tarrazu, Costa Rica",Medium-Light,54/83,NT $750/8 ounces,November 2023,9,8,9,8,,8,
2024-01-04,GK Coffee,Colombia Finca Monteblanco Purple Caturra Passionfruit Washed,92,https://www.coffeereview.com/review/colombia-finca-monteblanco-purple-caturra-passionfruit-washed/,"Yilan, Taiwan","Huila Department, Colombia",Medium-Light,56/71,NT $650/200 grams,November 2023,9,8,9,8,,8,
2024-01-04,Black & White Coffee Roasters,Ivan Solis Candy Natural,92,https://www.coffeereview.com/review/ivan-solis-candy-natural/,"Wake Forest, North Carolina","Santa Maria de Dota, Tarrazu, Costa Rica",Medium-Light,60/76,$24.00/12 ounces,November 2023,9,8,9,8,,8,
2024-01-04,RamsHead Coffee Roasters,Colombia Las Flores Red Bourbon Natural,94,https://www.coffeereview.com/review/colombia-las-flores-red-bourbon-natural/,"Livingston, Montana","Acevedo, Huila Department, Colombia",Medium-Light,60/78,$29.95/12 ounces,November 2023,9,9,9,8,,9,
2024-01-04,RamsHead Coffee Roasters,Ethiopia Werka Nensebo Natural,93,https://www.coffeereview.com/review/ethiopia-werka-nensebo-natural/,"Livingston, Montana","Werka, Refisa Kebele, Nensebo District, West Arsi, Oromia, southern Ethiopia",Medium-Light,58/74,$19.00/12 ounces,November 2023,9,9,9,8,,8,
2024-01-04,Night & Bean Coffee,African Dance Espresso Blend,94,https://www.coffeereview.com/review/african-dance-espresso-blend/,"Hsinchu, Taiwan",Kenya; Ethiopia; Guatemala,Medium-Light,60/78,$17.00/6 ounces,November 2023,9,9,9,8,9,,
2024-01-04,Night & Bean Coffee,Sweetheart Blend Espresso,94,https://www.coffeereview.com/review/sweetheart-blend-espresso/,"Hsinchu, Taiwan",Ethiopia; Guatemala,Medium-Light,58/78,$15.00/8 ounces,November 2023,9,9,9,8,9,,
2024-01-04,Cozy House Coffee,Ethiopia Oromia Djimma Limu Gummay Natural,93,https://www.coffeereview.com/review/ethiopia-oromia-djimma-limu-gummay-natural/,"Taipei City, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,66/86,NT $550/227 grams,November 2023,9,8,9,8,,9,
2024-01-04,Night & Bean Coffee,Sousa Blend Espresso,92,https://www.coffeereview.com/review/sousa-blend-espresso/,"Hsinchu, Taiwan",Ethiopia; Colombia; Brazil,Medium-Light,56/74,$13.00/8 ounces,November 2023,8,9,9,8,8,,
2024-01-04,Conscious Cup Coffee Roasters,Kenya AA Kiri,95,https://www.coffeereview.com/review/kenya-aa-kiri/,"Crystal Lake, Illinois","Kirinyaga County, south-central Kenya",Light,64/80,$26.00/12 ounces,November 2023,9,9,9,9,,9,
2024-01-04,Conscious Cup Coffee Roasters,El Salvador Finca San Antonio Gesha Natural,94,https://www.coffeereview.com/review/el-salvador-finca-san-antonio-gesha-natural/,"Crystal Lake, Illinois","Chalatenango, El Salvador",Light,64/84,$28.00/12 ounces,November 2023,9,9,9,8,,9,
2024-01-04,Joe Bean Roasters,Costa Rica Finca El Desafio,93,https://www.coffeereview.com/review/costa-rica-finca-el-desafio/,"Rochester, New York","Chirripó, Costa Rica",Medium-Light,60/78,$20.00/12 ounces,November 2023,9,9,9,8,,8,
2024-01-04,Joe Bean Roasters,Nicaragua Don Francisco & Blanca Nieve,93,https://www.coffeereview.com/review/nicaragua-don-francisco-blanca-nieve/,"Rochester, New York","Jinotega Department, Nicaragua",Medium-Light,58/78,$20.00/12 ounces,November 2023,9,9,9,8,,8,
2024-01-04,Joe Bean Roasters,Nicaragua Don Roger Fruit Symphony Natural & Maceration,93,https://www.coffeereview.com/review/nicaragua-don-roger-fruit-symphony-natural-maceration/,"Rochester, New York","Jinotega Department, Nicaragua",Medium-Light,60/78,$20.00/12 ounces,November 2023,9,8,9,8,,9,
2024-01-04,Conscious Cup Coffee Roasters,El Salvador Finca Los Positos,92,https://www.coffeereview.com/review/el-salvador-finca-los-positos/,"Crystal Lake, Illinois","Chaltenango, El Salvador",Light,62/80,$28.00/12 ounces,November 2023,9,8,9,8,,8,
2024-01-04,Caffe Luxxe,Casetta,92,https://www.coffeereview.com/review/cassetta/,"Santa Monica, California",Costa Rica; Guatemala; Ethiopia,Medium-Light,58/80,$18.00/12 ounces,November 2023,9,8,9,8,,8,
2024-01-04,Joe Bean Roasters,Guatemala Monte de Oro,92,https://www.coffeereview.com/review/guatemala-monte-de-oro/,"Rochester, New York","Acatenango, Guatemala",Medium-Light,57/75,$20.00/12 ounces,November 2023,9,8,9,8,,8,
2024-01-04,Caffe Luxxe,Montenero Blend Espresso,91,https://www.coffeereview.com/review/montenero-blend-espresso/,"Santa Monica, California",Ethiopia; Brazil; Mexico; Papua New Guinea,Medium-Light,55/72,$18.00/12 ounces,November 2023,8,8,9,7,9,,
2024-01-04,Conscious Cup Coffee Roasters,India Ratnagiri Estate,90,https://www.coffeereview.com/review/india-ratnagiri-estate/,"Crystal Lake, Illinois","Karnataka, India",Medium-Light,58/78,$25.40/12 ounces,November 2023,8,8,8,8,,8,
2024-01-04,VERYTIME,Guatemala Gesha,95,https://www.coffeereview.com/review/guatemala-gesha-2/,"Taoyuan, Taiwan","Aqua Dulce, Cuilco, Huehuetenango, Guatemala",Medium-Light,60/77,NT $750/4 ounces,November 2023,9,9,9,9,,9,
2024-01-04,VERYTIME,Gesha Village Ethiopia Gori Gesha,94,https://www.coffeereview.com/review/gesha-village-ethiopia-gori-gesha/,"Taoyuan, Taiwan","Gori Gesha Forest, Bench Maji Zone, SNNPR Region, Ethiopia",Light,62/80,NT $450/8 ounces,November 2023,9,9,9,8,,9,
2024-01-04,Heat Coffee,Wild Rose,93,https://www.coffeereview.com/review/wild-rose/,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,64/86,NT $250/8 ounces,November 2023,9,9,9,8,,8,
2024-01-04,VERYTIME,Colombia Finca El Roble Chiroso,92,https://www.coffeereview.com/review/colombia-finca-el-roble-chiroso/,"Taoyuan, Taiwan","Quindio Department, Colombia",Medium-Light,58/74,NT $420/8 ounces,November 2023,9,8,9,8,,8,
